"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1785",3,2,5,2,4,4,2,1,3,2
"1786",2,5,5,5,2,5,3,4,5,4
"1787",5,5,4,5,1,1,1,1,4,1
"1788",4,2,2,4,4,5,5,5,5,2
"1789",5,5,4,1,3,3,1,4,1,2
"1790",5,3,2,3,4,2,5,5,4,1
"1791",2,1,5,5,3,3,4,5,1,5
"1792",1,2,3,3,1,2,1,4,3,5
"1793",1,5,4,5,1,5,1,5,5,1
"1794",1,1,1,5,2,5,3,1,3,3
"1795",3,2,4,3,4,3,3,5,3,5
"1796",4,3,3,1,2,5,5,3,1,4
"1797",3,2,4,5,1,4,2,4,1,5
"1798",3,3,4,3,3,4,5,4,2,2
"1799",4,4,1,5,2,5,5,4,3,3
"1800",4,2,2,1,4,4,3,2,1,3
"1801",3,5,2,1,2,5,1,5,4,4
"1802",4,2,4,4,5,4,4,3,3,4
"1803",2,2,1,2,5,4,5,3,4,4
"1804",3,1,4,4,1,4,3,1,4,4
"1805",2,1,2,5,5,1,3,1,5,2
"1806",2,1,2,3,3,5,5,1,5,4
"1807",5,1,4,4,3,3,2,3,4,4
"1808",1,5,2,4,4,5,2,2,3,3
"1809",1,3,1,2,2,2,1,1,1,1
"1810",2,3,5,3,1,4,5,2,2,1
"1811",1,4,5,4,2,1,2,2,2,3
"1812",3,4,1,5,1,5,5,5,3,2
"1813",5,2,5,2,2,5,1,3,1,5
"1814",2,2,4,1,3,4,5,1,5,5
"1815",5,3,3,3,5,2,5,4,3,4
"1816",4,5,4,4,3,3,4,2,3,5
"1817",3,5,1,2,2,1,4,5,3,5
"1818",5,4,4,3,4,1,4,1,1,3
"1819",1,3,4,3,2,4,4,3,3,3
"1820",5,5,4,4,3,2,5,2,1,3
"1821",1,3,4,1,4,5,1,5,3,1
"1822",5,2,4,2,4,5,4,4,1,5
"1823",3,4,3,3,2,1,1,3,2,1
"1824",1,4,1,3,5,4,3,4,5,2
"1825",3,4,3,4,3,2,5,2,2,2
"1826",1,2,2,5,5,4,5,5,5,3
"1827",2,4,1,3,3,1,2,1,1,3
"1828",2,3,4,2,3,2,2,5,4,2
"1829",4,3,2,4,5,4,5,2,5,3
"1830",5,2,5,1,4,5,4,1,4,4
"1831",1,5,5,2,1,5,1,1,2,5
"1832",5,5,1,4,2,1,3,4,2,5
"1833",3,3,2,3,3,5,3,5,4,1
"1834",1,1,2,1,1,1,4,5,5,5
"1835",3,2,3,3,2,5,2,2,2,2
"1836",1,4,4,1,2,4,3,4,4,3
"1837",1,2,4,3,1,5,1,5,5,3
"1838",2,4,3,1,1,2,4,3,3,3
"1839",2,2,4,2,2,4,1,1,1,1
"1840",1,5,1,5,3,1,3,1,1,2
"1841",3,5,3,4,3,5,4,2,2,2
"1842",4,2,3,3,3,1,5,5,2,1
"1843",4,4,2,1,1,2,1,2,4,4
"1844",5,2,3,5,5,4,4,1,3,3
"1845",3,3,2,1,3,3,3,3,1,4
"1846",5,2,4,1,1,1,3,1,2,2
"1847",4,1,2,4,1,5,1,3,4,3
"1848",3,4,1,1,1,1,2,5,5,2
"1849",1,2,3,5,3,2,2,3,5,1
"1850",5,4,5,1,5,2,4,2,3,2
"1851",5,2,5,2,1,4,3,3,4,4
"1852",2,2,5,5,2,3,3,5,1,4
"1853",3,4,5,5,2,2,4,5,4,4
"1854",2,2,3,4,1,2,1,2,3,3
"1855",1,2,2,2,2,2,2,1,2,4
"1856",2,5,1,4,4,1,4,3,1,3
"1857",1,4,3,5,5,2,1,1,2,5
"1858",1,5,1,3,4,3,3,1,5,3
"1859",1,5,1,1,2,4,1,1,3,1
"1860",4,4,1,3,3,3,1,4,3,5
"1861",3,4,5,3,5,1,1,2,3,4
"1862",2,4,5,2,2,4,5,4,3,1
"1863",1,4,1,5,2,3,4,3,4,3
"1864",1,5,1,4,3,3,2,4,4,4
"1865",3,2,1,1,4,4,5,5,5,3
"1866",1,3,5,1,1,2,5,5,2,4
"1867",5,4,5,1,3,3,4,5,4,3
"1868",2,3,3,5,1,3,4,1,5,3
"1869",4,5,2,5,4,4,5,5,1,3
"1870",5,4,2,1,4,2,1,1,3,4
"1871",5,1,2,4,4,2,3,2,4,5
"1872",1,4,2,3,5,2,5,3,5,5
"1873",3,3,1,3,3,5,3,1,1,3
"1874",2,2,1,1,1,1,1,4,1,2
"1875",3,1,2,4,1,3,4,1,4,3
"1876",2,2,2,5,1,5,2,2,5,2
"1877",5,1,5,4,3,3,1,3,3,2
"1878",5,1,3,4,1,5,3,4,2,2
"1879",5,3,1,1,4,4,4,1,3,3
"1880",3,2,5,4,1,2,1,2,5,3
"1881",4,4,1,5,4,2,5,2,3,4
"1882",3,3,4,3,4,3,3,5,2,5
"1883",3,5,2,5,5,4,1,5,2,5
"1884",4,3,1,3,2,4,1,3,1,4
"1885",2,1,2,4,5,5,4,2,3,3
"1886",1,2,3,1,5,4,4,4,2,1
"1887",2,2,3,5,2,1,4,1,4,3
"1888",2,2,5,4,2,5,5,1,5,3
"1889",3,3,1,3,4,1,4,2,4,1
"1890",3,1,3,2,4,2,4,1,4,3
"1891",3,3,3,2,4,2,5,3,5,4
"1892",4,2,4,1,4,4,3,5,3,1
"1893",3,3,1,3,4,1,5,3,1,4
"1894",3,5,2,3,4,5,2,4,3,5
"1895",3,4,4,1,2,3,2,4,3,1
"1896",5,1,2,3,3,4,4,1,3,3
"1897",4,3,2,1,1,1,2,3,1,5
"1898",4,5,5,5,4,1,3,2,2,1
"1899",1,1,2,1,2,1,2,2,1,4
"1900",5,3,1,5,3,3,1,1,1,5
"1901",3,4,2,3,4,1,1,3,5,5
"1902",5,5,2,3,5,1,3,2,1,2
"1903",5,3,5,2,4,2,5,4,4,5
"1904",5,4,4,4,3,4,5,1,4,4
"1905",1,2,1,5,4,4,2,2,5,2
"1906",1,3,2,2,1,5,1,1,4,3
"1907",1,4,5,3,5,5,4,4,3,1
"1908",5,1,2,2,3,4,2,2,2,5
"1909",3,4,1,2,5,2,1,3,2,3
"1910",1,2,2,4,3,2,1,3,4,2
"1911",5,1,4,5,3,3,5,2,4,3
"1912",1,1,5,1,3,4,5,5,3,5
"1913",4,4,3,2,4,1,5,5,2,2
"1914",4,2,3,2,2,5,1,1,4,1
"1915",1,1,1,2,2,2,4,3,4,5
"1916",1,1,3,1,3,3,3,4,4,2
"1917",3,1,1,1,5,4,3,5,2,3
"1918",4,5,1,1,3,5,3,5,3,5
"1919",5,1,2,5,1,3,2,1,2,1
"1920",3,2,5,1,3,5,5,1,5,1
"1921",1,3,5,5,5,2,1,5,1,1
"1922",2,4,2,4,5,5,3,3,2,2
"1923",3,2,3,3,1,5,3,3,1,3
"1924",2,3,2,4,5,5,2,4,3,3
"1925",3,4,2,1,3,4,4,2,4,4
"1926",2,4,2,4,3,5,2,2,3,3
"1927",4,4,3,5,3,3,3,2,4,3
"1928",1,5,5,4,2,1,2,2,2,1
"1929",1,5,5,1,5,5,5,2,5,2
"1930",2,4,1,4,4,2,3,3,2,5
"1931",4,4,4,1,5,1,2,3,4,4
"1932",1,1,2,4,2,4,3,2,2,1
"1933",1,4,4,1,3,4,3,5,4,5
"1934",5,5,5,2,3,2,1,2,2,1
"1935",3,1,1,1,1,4,5,2,1,5
"1936",2,3,4,4,1,4,2,5,5,4
"1937",2,3,5,1,2,5,4,3,5,1
"1938",2,3,2,3,5,3,5,1,2,1
"1939",1,1,5,1,3,3,4,1,5,5
"1940",3,4,1,4,3,3,1,1,3,2
"1941",1,2,1,5,1,4,2,1,1,3
"1942",1,3,4,1,3,2,4,5,1,3
"1943",3,1,1,5,1,5,4,5,4,2
"1944",3,1,1,1,2,5,2,5,1,5
"1945",1,3,3,4,3,2,3,1,4,4
"1946",1,5,2,1,2,3,4,4,3,4
"1947",1,4,5,3,1,3,4,1,4,3
"1948",2,1,5,3,1,5,1,2,4,5
"1949",5,5,5,2,2,1,1,1,2,3
"1950",5,2,1,1,3,1,3,2,4,5
"1951",5,5,4,3,1,5,2,2,4,2
"1952",5,5,4,4,2,2,3,4,3,4
"1953",2,2,1,5,2,1,3,5,2,4
"1954",1,4,1,1,1,5,5,2,1,4
"1955",4,5,1,3,3,3,4,5,4,5
"1956",4,3,4,4,1,2,1,2,4,4
"1957",3,2,2,2,1,3,2,3,5,1
"1958",1,3,2,2,4,5,1,4,5,2
"1959",4,3,1,3,1,1,3,4,5,2
"1960",3,4,5,1,4,4,5,5,4,1
"1961",1,3,5,4,2,5,3,4,2,4
"1962",3,1,5,5,2,2,3,2,2,4
"1963",4,5,1,3,3,4,1,2,4,5
"1964",1,1,2,1,4,4,1,4,2,2
"1965",2,3,2,5,3,4,3,1,4,2
"1966",3,4,2,3,3,1,2,4,4,4
"1967",2,5,4,5,3,1,1,5,5,4
"1968",2,1,5,5,1,2,2,4,5,4
"1969",4,3,5,1,5,3,5,5,4,1
"1970",3,2,1,3,1,2,2,5,5,4
"1971",4,3,5,2,3,1,5,2,4,5
"1972",3,5,4,2,5,3,4,1,4,1
"1973",4,3,3,1,4,1,3,2,3,5
"1974",5,3,4,5,3,5,2,3,3,2
"1975",4,3,5,5,5,1,1,5,2,4
"1976",2,5,5,1,3,5,2,5,2,5
"1977",1,2,3,3,3,3,3,1,2,5
"1978",2,2,5,3,5,5,5,5,4,3
"1979",5,4,4,5,2,4,3,2,5,5
"1980",3,3,5,3,2,3,3,2,1,3
"1981",5,4,2,4,1,5,5,3,2,5
"1982",4,3,5,2,2,3,2,2,1,5
"1983",1,1,3,4,5,4,2,4,3,2
"1984",1,4,1,5,4,1,5,3,2,2
"1985",4,5,4,1,3,2,3,4,3,1
"1986",5,3,3,2,3,3,2,3,5,4
"1987",4,2,5,4,4,5,3,3,3,3
"1988",5,4,2,5,4,3,5,3,5,1
"1989",2,5,3,1,4,1,2,5,3,5
"1990",3,4,1,2,2,4,4,1,4,2
"1991",1,3,3,2,1,4,1,2,5,5
"1992",1,3,1,3,3,4,4,2,1,3
"1993",2,5,3,3,5,1,3,2,5,4
"1994",1,3,2,3,3,3,5,1,1,5
"1995",4,4,5,2,1,1,2,1,5,2
"1996",1,1,4,3,4,5,4,4,1,1
"1997",3,1,1,4,4,5,5,3,5,2
"1998",3,2,2,3,5,4,1,2,5,5
"1999",3,4,4,2,1,1,4,3,4,5
"2000",4,1,5,2,5,1,5,3,3,3
"2001",4,2,5,3,1,3,2,1,3,1
"2002",5,3,5,3,2,3,1,4,3,1
"2003",3,3,3,5,4,1,2,3,2,4
"2004",5,2,1,1,4,1,5,4,5,5
"2005",5,1,4,3,2,3,4,3,2,4
"2006",1,3,5,3,5,3,3,3,5,5
"2007",5,1,5,2,5,4,5,3,3,2
"2008",4,5,3,4,2,2,2,5,2,3
"2009",3,2,1,1,2,1,3,2,1,5
"2010",4,1,5,4,5,2,2,2,4,1
"2011",5,4,1,4,4,1,4,1,4,3
"2012",4,5,3,3,4,5,3,3,4,4
"2013",1,3,2,3,2,3,4,5,2,5
"2014",4,3,4,4,3,3,3,5,5,3
"2015",5,1,1,5,3,3,4,4,3,4
"2016",5,2,3,4,2,1,1,2,2,5
"2017",5,3,2,4,3,4,2,2,4,5
"2018",5,3,2,1,5,1,3,1,3,2
"2019",2,4,5,1,5,3,3,3,5,3
"2020",1,3,3,2,4,4,5,2,5,5
"2021",4,3,1,5,5,3,3,4,1,2
"2022",5,2,2,1,4,3,2,5,3,2
"2023",1,4,4,3,1,3,3,1,5,5
"2024",5,3,1,1,3,2,1,1,2,2
"2025",2,4,2,2,1,4,3,4,1,5
"2026",5,2,5,4,4,3,2,5,3,5
"2027",4,2,5,3,1,1,5,2,2,3
"2028",3,2,1,5,2,1,1,4,1,2
"2029",5,5,4,3,2,2,1,5,4,2
"2030",5,4,1,2,2,3,1,5,4,5
"2031",4,1,5,4,1,5,2,2,2,2
"2032",4,4,2,1,5,5,3,1,3,4
"2033",1,5,4,1,1,3,4,3,3,4
"2034",1,2,2,4,1,1,5,3,5,2
"2035",3,2,2,5,1,3,2,5,5,1
"2036",3,3,3,1,5,3,4,4,3,3
"2037",1,1,5,3,2,5,2,1,3,3
"2038",5,1,1,2,2,5,3,5,5,4
"2039",3,4,3,3,2,2,2,4,4,2
"2040",3,1,1,4,5,5,3,5,4,1
"2041",5,3,2,5,2,3,4,5,4,4
"2042",4,3,3,4,4,5,4,2,1,4
"2043",2,2,3,4,5,2,5,2,2,1
"2044",2,3,5,5,1,2,2,3,3,5
"2045",2,3,1,5,3,3,3,1,2,1
"2046",1,2,4,1,4,2,1,3,1,5
"2047",5,4,2,1,2,2,4,4,3,2
"2048",3,5,5,1,4,4,3,1,1,3
"2049",1,1,1,5,2,5,2,1,3,4
"2050",1,1,1,4,5,2,2,1,1,2
"2051",2,5,3,3,5,5,1,5,3,2
"2052",2,5,1,2,3,1,2,5,2,1
"2053",5,3,5,4,2,5,1,4,5,3
"2054",3,4,1,5,3,3,2,3,1,3
"2055",5,1,2,2,1,1,3,2,4,1
"2056",2,1,4,3,3,3,3,2,1,5
"2057",5,2,1,3,2,3,4,5,5,3
"2058",5,2,5,4,2,3,3,3,5,1
"2059",3,4,4,2,3,3,1,5,1,2
"2060",4,2,4,2,1,3,4,3,5,4
"2061",4,3,2,1,4,1,2,2,3,4
"2062",1,1,2,2,1,5,3,5,4,3
"2063",1,3,3,2,5,4,5,5,5,5
"2064",4,3,5,3,2,5,5,1,3,5
"2065",1,2,2,1,2,2,2,2,4,5
"2066",2,3,5,2,2,2,4,2,4,5
"2067",2,5,5,5,2,2,4,4,1,5
"2068",5,3,5,5,5,2,4,4,4,2
"2069",5,1,4,1,5,5,4,4,4,4
"2070",5,4,1,2,4,5,4,4,3,4
"2071",3,2,2,2,4,4,3,1,2,1
"2072",5,4,5,3,4,3,1,2,5,1
"2073",3,3,1,1,4,3,4,3,3,1
"2074",4,2,5,4,2,2,3,5,1,1
"2075",3,4,1,4,3,3,2,2,4,3
"2076",5,4,5,4,5,4,1,5,4,2
"2077",1,1,4,2,4,2,3,5,1,2
"2078",1,2,3,3,4,4,3,2,5,1
"2079",3,1,3,5,3,1,4,5,5,4
"2080",4,4,4,3,4,4,3,3,4,1
"2081",5,2,1,3,3,3,3,4,3,5
"2082",3,3,2,4,5,1,1,3,2,2
"2083",1,5,3,2,1,2,1,1,3,5
"2084",2,1,2,4,5,2,3,4,1,4
"2085",2,2,4,5,3,3,4,4,1,2
"2086",4,1,5,5,4,5,3,1,5,3
"2087",2,2,5,1,5,1,5,3,4,3
"2088",1,2,5,4,2,1,2,5,5,3
"2089",4,2,1,2,2,1,5,3,4,4
"2090",5,2,3,1,4,5,1,3,1,4
"2091",2,3,3,4,3,1,5,1,5,2
"2092",2,3,1,4,4,1,5,1,2,1
"2093",3,2,4,5,1,2,2,4,5,5
"2094",3,5,3,5,4,1,1,5,4,2
"2095",1,1,2,3,2,1,1,5,3,3
"2096",2,1,4,3,5,2,4,5,5,1
"2097",3,2,1,2,5,3,3,3,1,1
"2098",3,5,2,2,4,3,3,3,2,1
"2099",3,2,3,2,3,2,2,1,4,5
"2100",2,4,3,5,4,4,3,3,5,4
"2101",4,2,2,1,2,5,5,1,4,2
"2102",1,4,4,5,4,5,2,5,5,3
"2103",4,3,2,1,2,3,2,1,1,3
"2104",3,1,1,1,5,1,3,4,4,4
"2105",2,3,5,5,1,4,1,3,4,2
"2106",1,5,2,3,3,5,2,1,4,1
"2107",4,1,4,5,4,2,3,1,5,5
"2108",1,5,2,5,4,3,4,5,4,1
"2109",5,3,3,3,2,4,1,2,3,3
"2110",5,3,4,4,1,5,1,5,5,2
"2111",2,3,2,1,1,4,2,5,3,4
"2112",1,1,1,1,1,5,4,4,3,4
"2113",2,2,1,1,4,1,5,1,5,5
"2114",4,4,1,2,3,5,5,4,4,4
"2115",5,3,1,3,5,3,2,2,3,1
"2116",4,2,2,3,2,1,5,5,4,5
"2117",1,1,5,5,2,4,3,3,3,2
"2118",3,1,3,1,1,3,1,5,3,3
"2119",1,4,2,2,2,3,2,5,4,3
"2120",5,3,4,3,5,5,1,4,3,2
"2121",3,4,2,3,4,4,5,3,4,1
"2122",5,1,5,2,2,3,2,5,3,5
"2123",5,5,1,4,2,1,1,1,2,1
"2124",1,5,5,3,3,2,4,1,5,5
"2125",4,1,1,1,1,3,1,3,1,3
"2126",5,3,5,3,2,3,5,4,2,2
"2127",1,1,5,4,3,2,5,3,1,1
"2128",1,4,2,1,5,5,1,3,3,4
"2129",4,1,2,3,4,4,5,2,4,5
"2130",2,3,4,3,5,4,1,1,5,4
"2131",2,5,1,1,5,1,2,2,2,1
"2132",4,1,2,4,3,4,4,4,3,4
"2133",1,5,2,2,5,4,1,5,5,4
"2134",5,5,4,3,2,3,2,2,1,5
"2135",2,3,1,5,1,4,3,1,3,4
"2136",4,2,1,3,1,3,2,5,5,5
"2137",3,1,5,5,2,1,3,4,5,3
"2138",5,3,1,3,2,1,3,2,5,1
"2139",5,5,4,5,3,3,3,5,2,1
"2140",1,5,4,1,3,1,2,5,5,3
"2141",5,3,3,4,1,2,2,3,5,4
"2142",4,2,4,2,4,2,4,1,5,5
"2143",2,3,5,2,5,3,2,5,5,3
"2144",1,2,5,1,5,4,2,3,4,1
"2145",4,2,4,4,5,2,4,2,1,4
"2146",5,1,5,1,5,3,4,1,2,1
"2147",4,1,2,5,3,1,4,5,4,5
"2148",4,2,2,1,4,3,1,5,3,2
"2149",1,2,2,4,4,5,3,3,5,1
"2150",4,5,1,5,4,4,1,4,2,3
"2151",3,5,5,5,5,1,3,4,1,4
"2152",4,5,3,5,1,3,2,3,2,2
"2153",2,2,5,5,2,4,4,4,4,2
"2154",1,4,4,3,4,3,4,3,5,3
"2155",2,3,5,4,2,4,1,1,5,2
"2156",1,5,2,4,3,2,5,4,4,5
"2157",5,3,4,5,5,4,1,5,3,1
"2158",2,1,2,5,4,1,5,3,3,1
"2159",3,2,3,2,3,1,5,2,3,3
"2160",3,3,3,1,1,2,1,2,1,1
"2161",2,3,5,5,3,2,2,2,4,2
"2162",4,5,3,2,2,1,5,4,5,1
"2163",2,3,3,4,4,2,1,4,4,2
"2164",4,1,2,5,5,4,5,4,2,4
"2165",2,4,1,5,5,3,5,3,2,4
"2166",5,5,3,2,4,2,1,2,5,2
"2167",2,4,5,3,3,2,4,4,5,4
"2168",1,3,1,3,4,5,2,4,3,1
"2169",1,1,5,4,4,3,5,2,4,3
"2170",1,2,3,3,2,3,4,4,2,4
"2171",2,3,1,3,5,5,1,1,4,2
"2172",2,5,2,5,2,5,1,3,1,3
"2173",3,2,2,4,5,2,2,1,1,2
"2174",5,3,5,1,3,1,1,2,2,2
"2175",5,5,1,1,1,4,1,3,5,1
"2176",4,4,5,5,4,5,4,3,2,1
"2177",3,3,5,1,4,1,4,1,1,5
"2178",4,1,5,1,1,1,1,1,5,1
"2179",2,4,5,3,3,1,4,2,5,4
"2180",5,4,1,5,2,3,1,2,1,2
"2181",1,1,1,3,5,5,2,3,5,4
"2182",3,1,1,1,1,1,5,2,5,2
"2183",4,3,5,1,1,4,5,5,5,1
"2184",5,5,1,3,3,1,5,2,2,2
"2185",4,4,1,1,2,5,3,5,3,4
"2186",2,5,1,2,4,4,1,1,2,5
"2187",2,2,5,1,4,1,5,3,1,4
"2188",3,4,2,1,2,2,5,4,4,3
"2189",1,2,2,1,2,5,5,2,2,1
"2190",5,3,2,5,1,5,5,1,4,5
"2191",5,3,5,1,2,2,1,4,2,4
"2192",4,3,4,1,5,5,1,1,5,3
"2193",3,4,3,3,5,1,1,5,4,2
"2194",5,4,5,3,1,5,5,3,4,3
"2195",2,1,3,2,2,1,3,4,4,4
"2196",3,5,1,1,5,5,2,4,4,2
"2197",1,3,3,5,4,2,5,4,1,2
"2198",1,4,5,4,5,4,1,5,5,4
"2199",5,4,5,2,2,4,1,2,5,4
"2200",5,4,5,1,4,1,3,1,1,5
"2201",2,2,2,5,2,5,4,2,5,1
"2202",1,3,2,5,2,3,4,2,4,4
"2203",2,2,3,4,3,5,1,4,3,2
"2204",3,2,1,2,3,2,5,2,1,5
"2205",4,1,2,3,4,2,5,4,4,1
"2206",4,5,1,4,1,5,4,5,5,1
"2207",3,2,4,2,1,5,1,3,4,1
"2208",1,1,1,4,4,4,1,1,3,3
"2209",2,5,1,2,1,3,1,5,3,5
"2210",3,2,5,4,4,4,2,5,3,1
"2211",4,2,1,5,4,5,5,3,4,3
"2212",4,3,1,1,5,4,3,1,2,5
"2213",3,2,5,5,5,5,1,5,1,5
"2214",2,3,5,3,5,5,5,2,3,2
"2215",3,2,4,5,3,2,4,3,5,5
"2216",3,1,1,3,2,2,2,5,4,2
"2217",3,2,1,4,2,3,4,4,4,1
"2218",1,3,5,1,4,2,3,3,5,1
"2219",1,2,2,4,3,1,1,1,2,2
"2220",2,5,5,2,3,2,1,4,4,5
"2221",3,4,1,2,4,5,4,4,5,3
"2222",3,4,5,2,4,2,2,2,1,4
"2223",2,1,2,1,2,2,3,2,2,5
"2224",1,3,1,4,5,5,2,5,4,1
"2225",5,5,1,5,1,1,2,3,1,4
"2226",5,5,1,1,1,5,5,5,1,1
"2227",2,5,2,2,5,4,4,1,1,5
"2228",3,4,5,1,2,3,5,3,2,5
"2229",1,4,5,3,3,2,5,2,4,1
"2230",1,5,1,2,2,5,1,1,3,2
"2231",1,1,3,4,5,1,5,2,2,5
"2232",2,4,2,5,2,1,2,1,2,3
"2233",1,2,4,3,1,1,4,5,3,1
"2234",3,5,2,4,2,3,2,4,3,3
"2235",3,5,4,4,1,4,1,5,4,4
"2236",4,5,5,4,4,4,3,5,1,3
"2237",5,3,2,1,3,3,2,3,4,2
"2238",3,5,4,5,5,2,2,3,1,2
"2239",3,5,5,4,5,1,3,4,4,4
"2240",1,1,5,3,1,1,2,5,5,3
"2241",4,4,1,3,4,3,2,4,2,3
"2242",1,3,4,3,4,2,4,4,1,4
"2243",1,2,1,2,3,4,1,3,5,2
"2244",1,1,2,3,5,1,3,3,3,4
"2245",2,1,5,3,2,3,2,3,1,3
"2246",2,5,2,4,2,5,1,3,4,5
"2247",5,1,4,4,3,1,2,2,1,2
"2248",2,5,5,4,3,4,5,3,1,4
"2249",1,4,5,3,3,3,4,5,4,2
"2250",1,3,1,4,2,4,5,3,2,2
"2251",3,3,5,5,1,4,2,1,3,4
"2252",4,4,2,3,3,3,2,1,3,5
"2253",5,1,2,2,4,5,5,1,3,4
"2254",3,2,1,5,4,1,5,4,5,5
"2255",4,1,4,1,3,5,2,4,5,5
"2256",3,3,2,2,3,4,2,3,4,2
"2257",4,1,4,4,4,2,4,2,5,5
"2258",2,1,3,4,5,3,4,2,3,1
"2259",3,3,1,2,3,5,2,4,1,3
"2260",2,3,1,3,5,1,3,1,1,3
"2261",2,1,4,3,4,1,4,1,5,3
"2262",2,1,2,1,2,5,2,4,4,1
"2263",4,4,2,4,1,4,1,3,2,5
"2264",1,1,2,4,5,1,5,3,1,2
"2265",3,2,5,1,3,1,2,1,5,2
"2266",5,5,3,5,5,3,3,3,4,2
"2267",3,1,3,3,4,5,2,5,5,5
"2268",2,2,4,2,5,5,5,5,1,4
"2269",3,5,1,3,5,4,2,1,3,5
"2270",5,5,2,4,5,5,5,5,1,4
"2271",3,3,1,2,3,5,2,2,4,1
"2272",1,4,5,4,1,4,2,5,2,2
"2273",1,5,2,5,2,2,2,3,1,4
"2274",3,5,4,3,5,3,5,4,3,1
"2275",2,1,5,3,5,2,4,5,2,3
"2276",2,4,2,5,3,2,5,3,5,2
"2277",2,1,4,1,2,5,4,2,1,2
"2278",1,3,5,3,4,2,3,4,1,2
"2279",2,5,3,4,1,3,4,5,3,2
"2280",3,2,1,5,5,1,1,4,4,1
"2281",1,2,5,4,4,2,4,5,3,1
"2282",4,3,4,1,5,3,3,1,5,2
"2283",1,3,5,1,2,2,4,5,4,4
"2284",5,3,4,1,1,5,1,5,2,4
"2285",3,4,1,2,3,2,4,5,1,1
"2286",5,1,1,5,1,5,3,5,3,4
"2287",5,1,4,1,5,3,5,5,5,1
"2288",4,5,5,4,4,3,5,5,4,3
"2289",3,2,4,4,4,2,1,1,2,4
"2290",3,5,2,1,5,4,4,2,3,2
"2291",4,1,3,4,1,4,3,1,3,4
"2292",1,1,5,3,1,4,1,4,5,4
"2293",1,1,4,5,5,3,5,3,5,3
"2294",3,1,5,1,2,3,1,2,3,2
"2295",1,3,5,1,5,3,4,3,1,2
"2296",3,1,2,3,3,3,5,2,4,2
"2297",2,4,5,2,2,4,3,5,3,2
"2298",2,2,4,1,5,5,2,3,3,5
"2299",5,1,2,4,2,5,3,2,5,2
"2300",4,1,3,4,3,4,1,3,2,1
"2301",3,3,4,4,4,2,1,3,3,5
"2302",4,2,5,3,2,5,3,4,3,1
"2303",4,4,5,2,5,1,4,4,3,2
"2304",4,2,1,5,3,3,1,1,3,1
"2305",3,3,2,5,3,1,5,5,1,3
"2306",2,1,2,3,3,5,1,3,3,4
"2307",1,5,4,1,5,1,3,5,3,1
"2308",4,4,1,3,1,5,4,4,5,3
"2309",1,1,4,5,1,1,1,4,3,2
"2310",3,5,4,3,3,3,3,1,2,5
"2311",5,1,1,3,5,4,4,2,3,4
"2312",3,5,4,3,4,2,4,4,5,2
"2313",5,5,5,2,4,2,4,2,5,1
"2314",1,3,3,3,2,4,1,2,3,1
"2315",5,3,1,4,2,1,3,1,3,3
"2316",1,4,5,2,2,5,1,4,2,2
"2317",4,2,1,5,5,3,5,3,4,2
"2318",1,1,2,1,2,4,3,2,3,1
"2319",4,3,3,2,4,4,1,5,3,3
"2320",1,1,4,5,3,5,3,4,3,3
"2321",2,1,4,5,4,4,2,1,2,3
"2322",5,4,4,4,3,1,1,3,3,5
"2323",5,5,5,2,4,1,1,3,3,2
"2324",4,1,1,3,4,3,5,3,5,2
"2325",3,4,5,3,3,3,4,3,4,1
"2326",3,4,1,4,2,5,5,4,2,1
"2327",5,2,5,2,4,5,4,1,3,5
"2328",4,2,2,5,4,5,3,3,2,3
"2329",4,3,3,1,2,2,1,3,3,4
"2330",3,3,1,3,5,2,3,2,1,1
"2331",2,1,5,3,3,5,2,2,1,4
"2332",2,3,3,1,2,2,2,4,4,3
"2333",5,2,4,4,1,1,1,5,5,2
"2334",2,2,5,5,1,3,3,4,2,3
"2335",5,3,2,4,5,4,5,5,4,1
"2336",4,2,1,3,3,1,2,1,1,4
"2337",3,2,3,2,4,1,5,1,1,5
"2338",3,3,1,4,3,2,5,1,1,4
"2339",3,3,2,4,5,5,3,3,1,4
"2340",3,1,1,1,2,1,3,5,1,2
"2341",4,4,4,3,5,4,3,3,1,3
"2342",5,2,5,4,5,2,5,3,3,3
"2343",1,2,5,4,3,2,5,4,2,3
"2344",1,1,1,4,3,5,3,3,2,3
"2345",2,3,2,2,4,1,3,4,3,3
"2346",4,4,2,3,3,1,5,4,4,4
"2347",4,5,2,2,2,2,2,1,4,2
"2348",2,3,5,5,3,1,4,4,1,5
"2349",4,5,4,1,3,5,4,5,1,4
"2350",1,1,5,3,1,4,4,5,2,3
"2351",2,4,4,2,3,4,5,5,1,5
"2352",2,1,2,3,2,5,5,3,3,5
"2353",1,5,1,2,5,5,4,4,1,4
"2354",4,4,5,1,4,2,1,2,3,1
"2355",5,2,3,2,1,4,5,5,4,3
"2356",1,1,2,5,5,2,2,1,4,1
"2357",3,2,5,4,5,1,2,3,1,4
"2358",4,3,1,3,2,4,3,3,4,1
"2359",4,4,4,3,5,5,1,4,3,4
"2360",3,1,3,2,3,4,1,4,2,4
"2361",5,3,2,2,3,4,4,4,4,2
"2362",3,5,4,1,4,2,4,1,3,4
"2363",2,3,2,1,3,3,1,1,2,2
"2364",2,4,1,3,1,1,1,5,1,2
"2365",1,1,2,2,2,1,4,5,2,3
